Learner g,Learner m,level,Coverage,CI Length,Bias,Coverage (Lower),Coverage (Upper),RV,RVa,Bias (Lower),Bias (Upper),repetition
LGBM Regr.,LGBM Clas.,0.9,0.104,0.26700744915395425,0.18155232199663573,0.962,1.0,0.12549287515490162,0.05598005111522917,0.044565302894415494,0.32482781026582425,500
LGBM Regr.,LGBM Clas.,0.95,0.232,0.31815899929988095,0.18155232199663573,0.996,1.0,0.12549287515490162,0.03612029770121405,0.044565302894415494,0.32482781026582425,500
LGBM Regr.,Logistic,0.9,0.23,0.257663233362731,0.15145245487884335,1.0,1.0,0.10207244929149722,0.03621321533456867,0.02593099116694401,0.3002768258881602,500
LGBM Regr.,Logistic,0.95,0.522,0.30702467943428213,0.15145245487884335,1.0,1.0,0.10207244929149722,0.019182778604657814,0.02593099116694401,0.3002768258881602,500
Linear,LGBM Clas.,0.9,0.108,0.26725519240961965,0.17907088100479915,0.974,1.0,0.12655801859027904,0.05541429018003078,0.04415911293427357,0.31913100847174025,500
Linear,LGBM Clas.,0.95,0.27,0.318454203596823,0.17907088100479915,0.996,1.0,0.12655801859027904,0.03501281859485896,0.04415911293427357,0.31913100847174025,500
Linear,Logistic,0.9,0.874,0.25906199626090154,0.09125618159082688,1.0,1.0,0.06408216867705586,0.006446037964926924,0.05593258931866834,0.23673871825981035,500
Linear,Logistic,0.95,0.968,0.3086914082291149,0.09125618159082688,1.0,1.0,0.06408216867705586,0.0015805668774873335,0.05593258931866834,0.23673871825981035,500
