Learner g,Learner m,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,repetition
LGBM Clas.,LGBM Clas.,0.9,0.905,1.646407440278241,0.385814947577832,0.905,2.1721384098939738,200
LGBM Clas.,LGBM Clas.,0.95,0.95,1.9618154673159467,0.385814947577832,0.94,2.454333240166447,200
LGBM Clas.,Logistic,0.9,0.889,1.5870851465992528,0.36383204534825536,0.905,2.091555216794098,200
LGBM Clas.,Logistic,0.95,0.946,1.8911285945231282,0.36383204534825536,0.94,2.3668596812405753,200
Logistic,LGBM Clas.,0.9,0.895,1.602525995092381,0.36399924087424396,0.905,2.1078231981172495,200
Logistic,LGBM Clas.,0.95,0.951,1.909527500323251,0.36399924087424396,0.955,2.3859405915685907,200
Logistic,Logistic,0.9,0.89,1.5476210853564174,0.3610200075249385,0.89,2.0288270162637994,200
Logistic,Logistic,0.95,0.9420000000000001,1.8441042651528634,0.3610200075249385,0.95,2.300361347965683,200
