Learner g,Learner m,level,Coverage,CI Length,Bias,repetition
LGBM Clas.,LGBM Clas.,0.9,0.9329999999999999,1.1918146610913505,0.23713567415485812,200
LGBM Clas.,LGBM Clas.,0.95,0.965,1.420134760753866,0.23713567415485812,200
LGBM Clas.,Logistic,0.9,0.935,1.1482506900557687,0.22706213155177937,200
LGBM Clas.,Logistic,0.95,0.9690000000000001,1.368225087543895,0.22706213155177937,200
Logistic,LGBM Clas.,0.9,0.937,1.1636475947083718,0.222049794644765,200
Logistic,LGBM Clas.,0.95,0.97,1.3865716310283926,0.222049794644765,200
Logistic,Logistic,0.9,0.9390000000000001,1.1179439847426047,0.21856700650754168,200
Logistic,Logistic,0.95,0.973,1.3321124207809802,0.21856700650754168,200
