DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.12.dev0,IRMATETuningCoverageSimulation,2025-12-01 12:02,27.278138709068298,3.12.9,scripts/irm/irm_ate_tune_config.yml
