Learner g,Learner m,Learner pi,level,Tuned,Coverage,CI Length,Bias,Loss g_d0,Loss g_d1,Loss m,Loss pi,repetition
LGBM Regr.,LGBM Clas.,LGBM Clas.,0.9,False,0.97,0.8371879519257365,0.17197778171949135,1.1814391661801091,1.1464920976592006,0.7343828611710117,0.6073260528329507,200
LGBM Regr.,LGBM Clas.,LGBM Clas.,0.9,True,0.86,0.2378523929611131,0.05988962532541387,1.1234779915527298,1.1159925042652648,0.6491732261779875,0.5248390719094591,200
LGBM Regr.,LGBM Clas.,LGBM Clas.,0.95,False,0.985,0.9975709735986762,0.17197778171949135,1.1814391661801091,1.1464920976592006,0.7343828611710117,0.6073260528329507,200
LGBM Regr.,LGBM Clas.,LGBM Clas.,0.95,True,0.935,0.28341860710393996,0.05988962532541387,1.1234779915527298,1.1159925042652648,0.6491732261779875,0.5248390719094591,200
