DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.dev0,SSMNonIgnorableATECoverageSimulation,2025-09-08 09:10,151.7042101462682,3.12.3,scripts/ssm/ssm_nonig_ate_config.yml
