Learner g,Learner m,Score,In-sample-norm.,DGP,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,Loss g_control,Loss g_treated,Loss m,repetition
Linear,Logistic,observational,False,1,0.95,0.952,0.3800627389047921,0.07868199724566835,0.946,0.5051436354988306,1.4307576389325865,1.43345005442208,0.6767021399480564,500
Linear,Logistic,observational,False,4,0.9,0.6573333333333333,1.784953121184199,0.7708604228512036,0.564,2.278221524823677,4.632192822877654,4.674876689774085,0.6765506392804086,500
Linear,Logistic,observational,False,4,0.95,0.76,2.126902828488946,0.7708604228512036,0.674,2.598489445347544,4.632192822877654,4.674876689774085,0.6765506392804086,500
Linear,Logistic,observational,False,6,0.9,0.906,1.5752433768792418,0.3914161388585165,0.902,2.0188733882038976,4.7881148275256455,4.815953043151829,0.6973883348636404,500
Linear,Logistic,observational,False,6,0.95,0.9556666666666667,1.8770182555943968,0.3914161388585165,0.954,2.2996980248286607,4.7881148275256455,4.815953043151829,0.6973883348636404,500
Linear,Logistic,observational,True,1,0.9,0.8913333333333334,0.3161665909621781,0.07884305664550068,0.896,0.45112838427282925,1.4307941803206001,1.434054951101132,0.6767148696162103,500
Linear,Logistic,observational,True,1,0.95,0.9486666666666667,0.3767357297008642,0.07884305664550068,0.946,0.5009667788496103,1.4307941803206001,1.434054951101132,0.6767148696162103,500
Linear,Logistic,observational,True,4,0.9,0.6476666666666666,1.7751659442635044,0.7700657310612388,0.572,2.268325764959804,4.633353199848344,4.672360931794965,0.6765044995038704,500
Linear,Logistic,observational,True,4,0.95,0.7536666666666666,2.1152406878822863,0.7700657310612388,0.672,2.5831609573536167,4.633353199848344,4.672360931794965,0.6765044995038704,500
Linear,Logistic,observational,True,6,0.9,0.9,1.5617152784826012,0.3961474375185221,0.894,2.0047075372345904,4.789419332950871,4.818343116282321,0.6974028333059313,500
Linear,Logistic,observational,True,6,0.95,0.9506666666666667,1.8608985321112372,0.3961474375185221,0.946,2.279812259768839,4.789419332950871,4.818343116282321,0.6974028333059313,500
