DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.dev0,DIDMultiCoverageSimulation,2025-06-13 08:54,24.26406863530477,3.12.9,scripts/did/did_pa_multi_config.yml
