DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.dev0,RDDCoverageSimulation,2025-06-05 17:58,65.60530270735423,3.12.3,scripts/rdd/rdd_sharp_config.yml
