Learner g,Learner m,level,Coverage,CI Length,Bias,Coverage (Lower),Coverage (Upper),RV,RVa,Bias (Lower),Bias (Upper),repetition
LGBM,LGBM,0.9,0.004,0.1086600676611004,0.12488713352792,0.982,1.0,0.09621584458399204,0.06463259521739977,0.021025814431147063,0.25583575533813496,500
LGBM,LGBM,0.95,0.006,0.12947645655750825,0.12488713352792,0.988,1.0,0.09621584458399204,0.05549025032612304,0.021025814431147063,0.25583575533813496,500
LGBM,Logistic Regr.,0.9,0.006,0.10925713794973317,0.12355898193009467,0.97,1.0,0.09816720849948592,0.06542719298842134,0.020523370624146445,0.25039132381308776,500
LGBM,Logistic Regr.,0.95,0.008,0.1301879096879173,0.12355898193009467,0.988,1.0,0.09816720849948592,0.05594923469110903,0.020523370624146445,0.25039132381308776,500
Linear Reg.,LGBM,0.9,0.002,0.10911119948755567,0.12558112466071444,0.984,1.0,0.09479430603116121,0.06369467394961355,0.0214153037254429,0.2593462800218474,500
Linear Reg.,LGBM,0.95,0.006,0.13001401328452894,0.12558112466071444,0.992,1.0,0.09479430603116121,0.054699967253600094,0.0214153037254429,0.2593462800218474,500
Linear Reg.,Logistic Regr.,0.9,0.726,0.11087395005119102,0.040084900408133395,1.0,1.0,0.03216997245302795,0.006774020901533655,0.09090635318818593,0.16821991808671072,500
Linear Reg.,Logistic Regr.,0.95,0.846,0.13211446013392802,0.040084900408133395,1.0,1.0,0.03216997245302795,0.0033140912950396896,0.09090635318818593,0.16821991808671072,500
