Learner g,Learner m,level,Coverage,CI Length,Bias,repetition
LGBM,LGBM,0.9,0.9323076923076923,0.19083100185250548,0.043448936127289936,100
LGBM,LGBM,0.95,0.9784615384615384,0.22738916377490032,0.043448936127289936,100
LGBM,Logistic Regression,0.9,0.9123076923076923,0.1776486095000836,0.044060776168206514,100
LGBM,Logistic Regression,0.95,0.9638461538461539,0.21168137445099017,0.044060776168206514,100
Linear,LGBM,0.9,0.93,0.2158463729041374,0.0475452344198362,100
Linear,LGBM,0.95,0.9769230769230769,0.2571968168801641,0.0475452344198362,100
Linear,Logistic Regression,0.9,0.8923076923076922,0.19356059054953373,0.04922310970851574,100
Linear,Logistic Regression,0.95,0.943076923076923,0.23064166931771768,0.04922310970851574,100
