Learner g,Learner m,level,Coverage,CI Length,Bias,repetition
Lasso,Logistic Regression,0.9,0.891,0.5286017734463986,0.13722038946859913,1000
Lasso,Logistic Regression,0.95,0.95,0.6298678624912734,0.13722038946859913,1000
Lasso,Random Forest,0.9,0.92,0.739564092032654,0.18798380308735338,1000
Lasso,Random Forest,0.95,0.968,0.8812449696995639,0.18798380308735338,1000
Random Forest,Logistic Regression,0.9,0.858,0.5478292026830445,0.14820604097749207,1000
Random Forest,Logistic Regression,0.95,0.924,0.6527787575409217,0.14820604097749207,1000
Random Forest,Random Forest,0.9,0.906,0.7594821308806554,0.18975261228869594,1000
Random Forest,Random Forest,0.95,0.961,0.9049787768572899,0.18975261228869594,1000
