Learner g,Learner m,level,Coverage,CI Length,Bias,repetition
LGBM,LGBM,0.9,0.94,1.1717109524027205,0.2317395999280787,100
LGBM,LGBM,0.95,0.9733333333333333,1.3961797143352812,0.2317395999280787,100
LGBM,Logistic Regression,0.9,0.9511111111111111,1.126401596224848,0.22621118538034818,100
LGBM,Logistic Regression,0.95,0.9788888888888888,1.3421902864517095,0.22621118538034818,100
Logistic Regression,LGBM,0.9,0.9511111111111111,1.150959926611244,0.22165302968190162,100
Logistic Regression,LGBM,0.95,0.9811111111111112,1.3714533420142772,0.22165302968190162,100
Logistic Regression,Logistic Regression,0.9,0.9511111111111111,1.110182824061988,0.2082964723300206,100
Logistic Regression,Logistic Regression,0.95,0.9766666666666667,1.3228644274258325,0.2082964723300206,100
