Learner g,Learner m,level,Coverage,CI Length,Bias,repetition
LGBM,LGBM,0.9,0.8838461538461538,0.5803991371737875,0.14900634505890845,100
LGBM,LGBM,0.95,0.9346153846153846,0.691588228204276,0.14900634505890845,100
LGBM,Logistic Regression,0.9,0.8176923076923077,0.3866291454715347,0.1144009357411683,100
LGBM,Logistic Regression,0.95,0.8869230769230769,0.46069704202321815,0.1144009357411683,100
Logistic Regression,LGBM,0.9,0.8861538461538462,0.588068968817645,0.15092437573375347,100
Logistic Regression,LGBM,0.95,0.9423076923076923,0.7007273962999243,0.15092437573375347,100
Logistic Regression,Logistic Regression,0.9,0.8338461538461539,0.3894650650346821,0.1115707134806759,100
Logistic Regression,Logistic Regression,0.95,0.9084615384615385,0.4640762486077719,0.1115707134806759,100
