Learner g,Learner m,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,repetition
LGBM,LGBM,0.9,0.9222222222222223,1.6373056446733432,0.3849619005670757,0.97,2.537401474205895,100
LGBM,LGBM,0.95,0.9622222222222223,1.9509700089189537,0.3849619005670757,0.97,2.540743316050695,100
LGBM,Logistic Regression,0.9,0.9055555555555556,1.5717114631712166,0.37587992662583913,0.97,2.4339271312617172,100
LGBM,Logistic Regression,0.95,0.9533333333333333,1.8728097208343386,0.37587992662583913,0.96,2.4333350100408135,100
Logistic Regression,LGBM,0.9,0.92,1.6174864786355996,0.37152317676422436,0.97,2.4880204137471305,100
Logistic Regression,LGBM,0.95,0.9633333333333333,1.9273540159812776,0.37152317676422436,0.98,2.4857328535419114,100
Logistic Regression,Logistic Regression,0.9,0.9,1.5659828031705572,0.3730643907338673,0.94,2.409799356248968,100
Logistic Regression,Logistic Regression,0.95,0.9511111111111111,1.8659836014173925,0.3730643907338673,0.94,2.407663650065393,100
