Learner g,Learner m,level,Coverage,CI Length,Bias,repetition
Lasso,Logistic Regression,0.9,0.906,0.9295581352352137,0.22488181136867394,1000
Lasso,Logistic Regression,0.95,0.954,1.1076368357310271,0.22488181136867394,1000
Lasso,Random Forest,0.9,0.904,0.9580061244698579,0.22957516994950838,1000
Lasso,Random Forest,0.95,0.965,1.141534705680601,0.22957516994950838,1000
Random Forest,Logistic Regression,0.9,0.895,0.96430059361424,0.2371804868254439,1000
Random Forest,Logistic Regression,0.95,0.953,1.149035028276267,0.2371804868254439,1000
Random Forest,Random Forest,0.9,0.906,0.993624323094565,0.24160532124139592,1000
Random Forest,Random Forest,0.95,0.963,1.1839764070908378,0.24160532124139592,1000
