Learner g,Learner m,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,repetition
LGBM,LGBM,0.9,0.9015384615384616,0.581890658376035,0.1438411748211438,0.97,0.8139614394657777,100
LGBM,LGBM,0.95,0.9492307692307692,0.6933654853356606,0.1438411748211438,0.95,0.8113889053772896,100
LGBM,Logistic Regression,0.9,0.8046153846153846,0.4146575151821848,0.12134328374159396,0.87,0.5793919877933241,100
LGBM,Logistic Regression,0.95,0.8761538461538462,0.49409490447014115,0.12134328374159396,0.87,0.5804866443855593,100
Linear,LGBM,0.9,0.8015384615384616,0.6065895890352744,0.179760579438135,0.86,0.8310969255111668,100
Linear,LGBM,0.95,0.8638461538461538,0.7227960764566962,0.179760579438135,0.85,0.8301157661534991,100
Linear,Logistic Regression,0.9,0.7107692307692308,0.45405118778177583,0.15266703829046377,0.78,0.6171564167403772,100
Linear,Logistic Regression,0.95,0.8146153846153846,0.5410353605987877,0.15266703829046377,0.79,0.6185168078577881,100
