DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.dev0,LPLRATECoverageSimulation,2025-11-18 03:13,39.79484195311864,3.12.9,scripts/plm/lplr_ate_config.yml
