DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.12.dev0,LPLRATETuningCoverageSimulation,2025-11-26 17:47,44.12576818863551,3.12.9,scripts/plm/lplr_ate_tune_config.yml
