DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.dev0,PLRATESensitivityCoverageSimulation,2025-11-17 12:27,224.5860997915268,3.12.3,scripts/plm/plr_ate_sensitivity_config.yml
