DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.dev0,PLIVLATEClusterCoverageSimulation,2025-10-06 19:34,48.75500011444092,3.12.9,scripts/plm/pliv_late_cluster_config.yml
