Learner g,Learner m,Score,level,Tuned,Coverage,CI Length,Bias,Loss g,Loss m,repetition
LGBM Regr.,LGBM Regr.,partialling out,0.9,False,0.794,0.14650747694301955,0.046075949286901785,1.2358182797669859,1.1165089778919557,500
LGBM Regr.,LGBM Regr.,partialling out,0.9,True,0.862,0.1445322681554492,0.03843397524825611,1.169465886670257,1.0648564261804372,500
LGBM Regr.,LGBM Regr.,partialling out,0.95,False,0.868,0.17457442630098685,0.046075949286901785,1.2358182797669859,1.1165089778919557,500
LGBM Regr.,LGBM Regr.,partialling out,0.95,True,0.916,0.17222081986321527,0.03843397524825611,1.169465886670257,1.0648564261804372,500
