Learner g,Learner m,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,repetition
Lasso,Lasso,0.9,0.9125,0.20245017894989975,0.04760288093839155,1.0,0.523719075338162,10
Lasso,Lasso,0.95,0.9573499999999999,0.2412342672344054,0.04760288093839155,1.0,0.5148567832993474,10
Lasso,Random Forest,0.9,0.72805,0.22090473220418186,0.07570903750441327,1.0,0.5637246933737652,10
Lasso,Random Forest,0.95,0.8224,0.2632242237487771,0.07570903750441327,1.0,0.5512013432634448,10
Random Forest,Lasso,0.9,0.86445,0.21125385594447815,0.05007914580758218,1.0,0.5375966240524831,10
Random Forest,Lasso,0.95,0.9297000000000001,0.251724495397064,0.05007914580758218,1.0,0.5372649785421048,10
Random Forest,Random Forest,0.9,0.8834500000000001,0.2002841081814964,0.050883067388486525,1.0,0.5058664772113696,10
Random Forest,Random Forest,0.95,0.9359,0.23865323471912686,0.050883067388486525,1.0,0.5009015382855333,10
